IssuerId,IssuerId2,BusinessDate,StateCode,SourceName,NetworkName,NetworkURL,custnum,MarketCoverage,DentalOnlyPlan
87571,87571,2019-10-02,OK,HIOS,Blue Advantage PPO,https://public.hcsc.net/providerfinder/search.do?corpEntCd=OK1&residencestate=OK&product=BVP&entryPt=MKT,13,,
87571,87571,2019-10-02,OK,HIOS,BlueCare Dental PPO,http://www.bcbsok.com/provider_finder/important_info_dental.html,14,,
87698,87698,2019-10-02,OK,HIOS,CommunityCare PPO Select,http://marketplace.ccok.com?directory=7,13,,
89953,89953,2019-10-02,OK,HIOS,Assurant Dental Network,http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_,13,,
91848,91848,2019-10-02,OK,HIOS,Lincoln DentalConnect?,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,14,,
98905,98905,2019-10-02,OK,HIOS,CommunityCare Select,http://marketplace.ccok.com?directory=5,13,,
98905,98905,2019-10-02,OK,HIOS,CommunityCare Classic,http://marketplace.ccok.com?directory=6,13,,
15614,15614,2019-10-02,PA,HIOS,Dominion DHMO Network,https://www.dominiondental.com/files/Dentist_Directories/pa_select_plan_provider_list.pdf,14,,
15614,15614,2019-10-02,PA,HIOS,Dominion PPO Network,https://www.dominiondental.com/files/Dentist_Directories/pa_ppo_provider_list.pdf,13,,
16322,16322,2019-10-02,PA,HIOS,HIX 1 County - ALLEG Serv UPMC-only EPO w/Dental HMO,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_24_IND_EPO_Serv1_Med2_DentDH,14,,
16322,16322,2019-10-02,PA,HIOS,HIX 5 County Serv-5C Med EPO w/Dental PPO,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_25_IND_EPO_Serv5_Med5_DentDP,13,,
16322,16322,2019-10-02,PA,HIOS,HIX 28 County Serv-28C Med EPO w/Dental PPO,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_26_IND_EPO_Serv28_Med28_DentDP,13,,
16322,16322,2019-10-02,PA,HIOS,HIX 4 County -4C Med EPO w/Dental PPO,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_27_IND_EPO_Serv4_Med4_DentDP,13,,
16322,16322,2019-10-02,PA,HIOS,HIX 1 County - ERIE Serv-UPMC-Only EPO w/Dental HMO,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_28_IND_EPO_Serv1N_Med2_DentDH,13,,
16322,16322,2019-10-02,PA,HIOS,HIX 29 County-Commercial PPO w/Dental PPO,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_29_IND_PPO_Serv29_Med29_DentDP,13,,
16322,16322,2019-10-02,PA,HIOS,HIX 4 County InsideAdvantage-Commercial PPO w/Dental PPO,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_30_IND_PPO_Serv4_Med29_DentDP,13,,
16322,16322,2019-10-02,PA,HIOS,SHOP 29 County EPO-29C Med Comm EPO/PPO w/Dental Advantage,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_31_SHOP_EPO_Serv29_Med29_DentA,13,,
16322,16322,2019-10-02,PA,HIOS,SHOP 19 County PPO-29C Med Comm EPO/PPO w/Dental Advantage,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_32_SHOP_PPO_Serv19_Med29_DentA,13,,
16322,16322,2019-10-02,PA,HIOS,SHOP 10 County Serv Inside Adv-29C Med Comm EPO/PPO w/Dental Advantage,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_33_SHOP_PPO_Serv10_Med29_DentA,14,,
19068,19068,2019-10-02,PA,HIOS,Network Savings 2,assuranthealth.com/networksavings2,15,,
22444,22444,2019-10-02,PA,HIOS,GHP Marketplace HMO,http://www.thehealthplan.com/providersearch/pgxpxi/geisinger-marketplace-plans,16,,
24872,24872,2019-10-02,PA,HIOS,Compass,http://xpa.welcometouhc.com/find-a-doctor,13,,
31609,31609,2019-10-02,PA,HIOS,Personal Choice PPO,http://www.ibx.com/individuals/find_provider/index.html,13,,
32561,32561,2019-10-02,PA,HIOS,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,13,,
33709,33709,2019-10-02,PA,HIOS,Community Blue Network,https://provdir.highmarkbcbs.com,14,,
33709,33709,2019-10-02,PA,HIOS,"PremierBlue Shield Preferred Professional Provider Network, the Highmark Blue Shield Participating F",https://provdir.highmarkblueshield.com,13,,
33871,33871,2019-10-02,PA,HIOS,Keystone HMO,http://www.ibx.com/individuals/find_provider/index.html,13,,
33906,33906,2019-10-02,PA,HIOS,OAMC_Pennsylvania_On/Off Exchange,http://www.aetna.com/dse/PublicExchange?site_id=QualifiedHealthPlanDoctors,14,,
33906,33906,2019-10-02,PA,HIOS,OAMC_Pennsylvania_Costco_Off Exchange,http://www.aetna.com/docfind/custom/costcoprogram/,15,,
38086,38086,2019-10-02,PA,HIOS,Renaissance Dental,www.renaissancedental.com/Find-a-Dentist,13,SHOP (Small Group),Yes
38086,38086,2019-10-02,PA,HIOS,Delta Dental,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,13,Individual,Yes
45127,45127,2019-10-02,PA,HIOS,BlueCross Dental DHMO,https://www.capbluecross.com/wps/portal/cbc/FindADoctor/FindADoctorExt/,14,SHOP (Small Group),Yes
45127,45127,2019-10-02,PA,HIOS,BlueCross Dental PPO Group,https://www.capbluecross.com/wps/portal/cbc/FindADoctor/FindADoctorExt/,13,SHOP (Small Group),Yes
45127,45127,2019-10-02,PA,HIOS,BlueCross Dental PPO Individual,https://www.capbluecross.com/wps/portal/cbc/FindADoctor/FindADoctorExt/,13,Individual,No
45127,45127,2019-10-02,PA,HIOS,CBC Medical PPO,https://www.capbluecross.com/wps/portal/cbc/FindADoctor/FindADoctorExt/!ut/p/b1/04_SjzQ0MjQ2MDIxNjbWj9CPykssy0xPLMnMz0vMAfGjzOKNDIINDQxMXY0sDU0tDDyDDJxC3JzdjAJNjIAKIlEU-Dq5Gnh6ORp6unqHGocGGFOmP9CIOP0GOICjASH9XvpR6Tn5SUCvhutHoSnG9AteBSDHghXgcY2fR35uqn5uVI6bm0V2ZkC6oiIA32zuyA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/?srchType=med&exchPlans=PPO%20(Capital%20BlueCross%20and%20Federal%20Marketplace%20plans)&exchLocation=,13,SHOP (Small Group),Yes
46518,46518,2019-10-02,PA,HIOS,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,13,SHOP (Small Group),Yes
49275,49275,2019-10-02,PA,HIOS,Advantage,https://www.unitedconcordia.com/find-a-dentist/?network=6,13,Individual,No
53210,53210,2019-10-02,PA,HIOS,Careington Maximum Care Network,www.careington.com/co/maxcare,13,SHOP (Small Group),Yes
53789,53789,2019-10-02,PA,HIOS,KHPC Value HMO Network,https://www.capbluecross.com/wps/wcm/connect/cbc-public/cbc/members/findaproviderarea?&srchType=med&exchPlans=Value%20HMO&exchLocation=,13,Individual,No
53789,53789,2019-10-02,PA,HIOS,KHPC HMO Network,https://www.capbluecross.com/wps/portal/cbc/FindADoctor/FindADoctorExt/!ut/p/b1/04_SjzQ0MjQ2MDIxNjbWj9CPykssy0xPLMnMz0vMAfGjzOKNDIINDQxMXY0sDU0tDDyDDJxC3JzdjAJNjIAKIlEU-Dq5Gnh6ORp6unqHGocGGFOmP9CIOP0GOICjASH9XvpR6Tn5SUCvhutHoSnG9AteBSDHghXgcY2fR35uqn5uVI6bm0V2ZkC6oiIA32zuyA!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/?srchType=med&exchPlans=Keystone%20Health%20Plan%20Central%20(HMO)&exchLocation=,13,Individual,No
55957,55957,2019-10-02,PA,HIOS,First Priority Life (Custom) PPO,https://findadoctor.bcnepa.com,13,Individual,Yes
55957,55957,2019-10-02,PA,HIOS,First Priority Life PPO,https://findadoctor.bcnepa.com,13,SHOP (Small Group),No
55957,55957,2019-10-02,PA,HIOS,First Priority Life PPO,https://findadoctor.bcnepa.com,13,SHOP (Small Group),Yes
59933,59933,2019-10-02,PA,HIOS,Principal Plan Dental,http://c3.go2dental.com/member/dental_search/provsel.cgi,14,SHOP (Small Group),Yes
61775,61775,2019-10-02,PA,HIOS,"DenteMax, LLC",www.dentemax.com,14,Individual,Yes
62560,62560,2019-10-02,PA,HIOS,HIX 1 County-ALLEG Serv-1C Med HMO Gatekeeper w/Dental HMO,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_14_IND_HMO_Serv1_Med2_DentDH,13,SHOP (Small Group),Yes
62560,62560,2019-10-02,PA,HIOS,HIX 5 County Serv-5C Med HMO Gatekeeper w/ Dental PPO,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_15_IND_HMO_Serv5_Med5_DentDP,13,SHOP (Small Group),Yes
62560,62560,2019-10-02,PA,HIOS,HIX 28 County Serv-28C Med HMO Gatekeeper w/Dental PPO,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_16_IND_HMO_Serv28_Med28_DentDP,13,Individual,Yes
62560,62560,2019-10-02,PA,HIOS,HIX 4 County w/Dental PPO,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_17_IND_HMO_Serv4_Med4_DentDP,13,Individual,No
62560,62560,2019-10-02,PA,HIOS,HIX 1 County-ERIE Serv-1C Med HMO Gatekeeper w/Dental HMO,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_18_IND_HMO_Serv1N_Med2_DentDH,13,SHOP (Small Group),Yes
62560,62560,2019-10-02,PA,HIOS,SHOP 1 County-ALLEG Serv-1C Med HMO Gatekeeper w/Dental Advantage,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_19_SHOP_HMO_Serv1_Med2_DentA,13,Individual,Yes
62560,62560,2019-10-02,PA,HIOS,SHOP 5 County Serv-5C Med HMO Gatekeeper w/Dental Advantage,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_20_SHOP_HMO_Serv5_Med5_DentA,13,SHOP (Small Group),Yes
62560,62560,2019-10-02,PA,HIOS,SHOP 28 County Serv-28C Med HMO Gatekeeper w/Dental Advantage,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_21_SHOP_HMO_Serv28_Med28_DentA,13,SHOP (Small Group),Yes
62560,62560,2019-10-02,PA,HIOS,SHOP 4 County w/Dental Advantage,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_22_SHOP_HMO_Serv4_Med4_DentA,13,SHOP (Small Group),Yes
62560,62560,2019-10-02,PA,HIOS,SHOP 1 County-ERIE Serv-1C Med HMO Gatekeeper w/Dental Advantage,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_23_SHOP_HMO_Serv1N_Med2_DentA,13,Individual,No
64844,64844,2019-10-02,PA,HIOS,HMO_Pennsylvania,http://www.aetna.com/dse/PublicExchange?site_id=QualifiedHealthPlanDoctors,13,SHOP (Small Group),No
64844,64844,2019-10-02,PA,HIOS,HMO_PA_Savings_Plus_Tiered,http://www.aetna.com/dse/PublicExchange?site_id=QualifiedHealthPlanDoctors,14,SHOP (Small Group),No
67430,67430,2019-10-02,PA,HIOS,Dental Advantage PPO,http://www.upmchealthplan.com/marketplace/network.aspx?network=2019-10-02_36_SHOP_DAP_Serv29_DentA,13,Individual,Yes
67499,67499,2019-10-02,PA,HIOS,HumanaDental PPO/Traditional Preferred,https://www.humana.com/finder/search?customerID=1085&pfpkey=317,13,SHOP (Small Group),Yes
68711,68711,2019-10-02,PA,HIOS,DSM USA Insurance Company,www.dentaquest.com/marketplace,14,Individual,Yes
70194,70194,2019-10-02,PA,HIOS,Keystone Health Plan West Network,https://provdir.highmarkbcbs.com,14,SHOP (Small Group),Yes
70194,70194,2019-10-02,PA,HIOS,PremierBlue Shield Preferred Professional Provider Network and  the Highmark Blue Shield Participati,https://provdir.highmarkblueshield.com,13,SHOP (Small Group),Yes
70406,70406,2019-10-02,PA,HIOS,Ameritas PPO Dental Network,www.reliancestandard.com,13,Individual,No
70533,70533,2019-10-02,PA,HIOS,Lincoln DentalConnect?,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,18,SHOP (Small Group),No
71933,71933,2019-10-02,PA,HIOS,DenteMax,http://www.bestlife.com/exchange/provider.html,19,SHOP (Small Group),No
71933,71933,2019-10-02,PA,HIOS,CONNECTIONDental,http://www.bestlife.com/exchange/provider.html,13,Individual,Yes
72299,72299,2019-10-02,PA,HIOS,DenteMax,www.truassure.com/dentist-search,13,Individual,No
75729,75729,2019-10-02,PA,HIOS,GHP Marketplace PPO,http://www.thehealthplan.com/providersearch/pgxpxi/geisinger-marketplace-plans,13,Individual,Yes
79570,79570,2019-10-02,PA,HIOS,Connection Dental and Stratose,www.PPOUSA.com; http://providernow.coalitionamerica.com/,13,Individual,No
82110,82110,2019-10-02,PA,HIOS,Delta Dental PPO,http://www.deltadentalins.com/find-a-dentist/,13,Individual,No
82110,82110,2019-10-02,PA,HIOS,DeltaCare USA DHMO,http://www.deltadentalins.com/find-a-dentist/,13,Individual,No
84496,84496,2019-10-02,PA,HIOS,Ameritas PPO Dental Network,www.standard.com,13,Individual,Yes
91303,91303,2019-10-02,PA,HIOS,OA HMO_Pennsylvania,http://pa.coventryproviders.com,14,Individual,No
94118,94118,2019-10-02,PA,HIOS,Ameritas PPO Dental Network,www.ameritasgroup.com,15,Individual,No
94365,94365,2019-10-02,PA,HIOS,Assurant Dental Network,http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_,13,Individual,No
98060,98060,2019-10-02,PA,HIOS,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_PA&planType=DPPO&networkID=2,13,SHOP (Small Group),No
98060,98060,2019-10-02,PA,HIOS,EHB Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_PA&planType=DPPO&networkID=2,13,Individual,Yes
98060,98060,2019-10-02,PA,HIOS,Family Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_PA&planType=DPPO&networkID=2,13,Individual,Yes
98060,98060,2019-10-02,PA,HIOS,Family Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_PA&planType=DPPO&networkID=2,13,SHOP (Small Group),Yes
26065,26065,2019-10-02,SC,HIOS,BlueEssentials Network,https://www.southcarolinablues.com/links/metallic/providerdirectory,13,Individual,No
26065,26065,2019-10-02,SC,HIOS,Preferred Blue PPO Network,http://www.southcarolinablues.com/links/tools/findadoctorsc,14,Individual,No
32899,32899,2019-10-02,SC,HIOS,Ameritas PPO Dental Network,www.reliancestandard.com,13,Individual,No
39996,39996,2019-10-02,SC,HIOS,Network Savings 1,assuranthealth.com/networksavings1,13,Individual,Yes
39996,39996,2019-10-02,SC,HIOS,Network Savings 3,assuranthealth.com/networksavings3,13,SHOP (Small Group),Yes
41614,41614,2019-10-02,SC,HIOS,HMO_Carelink Regional HealthPlus,http://sc.coventryproviders.com,13,Individual,Yes
41614,41614,2019-10-02,SC,HIOS,HMO_Carelink Roper St Francis,http://sc.coventryproviders.com,13,Individual,No
41614,41614,2019-10-02,SC,HIOS,HMO_Carelink Upstate,http://sc.coventryproviders.com,13,SHOP (Small Group),No
41614,41614,2019-10-02,SC,HIOS,HMO_Carelink Midlands,http://sc.coventryproviders.com,14,Individual,No
41614,41614,2019-10-02,SC,HIOS,POS_CoventryOne,http://sc.coventryproviders.com,14,SHOP (Small Group),No
41614,41614,2019-10-02,SC,HIOS,HMO_Carelink Carolinas HealthCare System,http://sc.coventryproviders.com,15,Individual,No
41614,41614,2019-10-02,SC,HIOS,POS_Carelink Regional HealthPlus Tier 1,http://sc.coventryproviders.com,15,SHOP (Small Group),No
41614,41614,2019-10-02,SC,HIOS,POS_Carelink Roper St Francis Tier 1,http://sc.coventryproviders.com,16,SHOP (Small Group),No
41614,41614,2019-10-02,SC,HIOS,POS_Carelink Upstate Tier 1,http://sc.coventryproviders.com,16,Individual,No
41614,41614,2019-10-02,SC,HIOS,POS_Carelink Midlands Tier 1,http://sc.coventryproviders.com,17,SHOP (Small Group),No
41614,41614,2019-10-02,SC,HIOS,POS_Carelink Carolinas HealthCare System Tier 1,http://sc.coventryproviders.com,17,Individual,No
45445,45445,2019-10-02,SC,HIOS,Ameritas PPO Dental Network,www.ameritasgroup.com,18,Individual,No
47973,47973,2019-10-02,SC,HIOS,Blue Cross Blue Shield of South Carolina,https://www.southcarolinablues.com,18,SHOP (Small Group),No
49532,49532,2019-10-02,SC,HIOS,Blue Option Network,http://www.BlueOptionSC.com/FindaDoctor,19,Individual,No
49532,49532,2019-10-02,SC,HIOS,Business Advantage Network,http://www.bluechoicesc.com/doctorhospitalfinder.aspx,16,,
54362,54362,2019-10-02,SC,HIOS,South Carolina OAP and Dental Network,http://www.cigna.com/ifp-providers,13,,
56571,56571,2019-10-02,SC,HIOS,DenteMax Plus,http://www.alwayscarebenefits.com/comm/providers/SCDentalProviderDirectory.pdf,14,,
65122,65122,2019-10-02,SC,HIOS,SC On Exchange,http://providersearch.cchpsc.org/cchp/Results?types=24&orgunits=33,15,,
65122,65122,2019-10-02,SC,HIOS,SC Off Exchange,http://providersearch.cchpsc.org/cchp/Results?types=24&orgunits=33,16,,
72408,72408,2019-10-02,SC,HIOS,Assurant Dental Network,http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_,13,,
77305,77305,2019-10-02,SC,HIOS,Delta Dental Premier,https://www.deltadentalsc.com/Subscribers/Provider_search?PlanType=Premier,14,,
77305,77305,2019-10-02,SC,HIOS,Delta Dental PPO,https://www.deltadentalsc.com/Subscribers/Provider_search?PlanType=PPO,15,,
83876,83876,2019-10-02,SC,HIOS,Careington Maximum Care Network,www.careington.com/co/maxcare,13,,
84589,84589,2019-10-02,SC,HIOS,Lincoln DentalConnect?,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,13,,
84939,84939,2019-10-02,SC,HIOS,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,13,,
84966,84966,2019-10-02,SC,HIOS,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?,14,,
84966,84966,2019-10-02,SC,HIOS,EHB Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?,13,,
84966,84966,2019-10-02,SC,HIOS,Family Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?,13,,
84966,84966,2019-10-02,SC,HIOS,Family Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?,13,,
88250,88250,2019-10-02,SC,HIOS,Ameritas PPO Dental Network,www.standard.com,14,,
89281,89281,2019-10-02,SC,HIOS,DenteMax,http://www.bestlife.com/exchange/provider.html,13,,
89281,89281,2019-10-02,SC,HIOS,CONNECTIONDental,http://www.bestlife.com/exchange/provider.html,13,,
92498,92498,2019-10-02,SC,HIOS,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,14,,
94996,94996,2019-10-02,SC,HIOS,Connection Dental,www.PPOUSA.com,13,,
97325,97325,2019-10-02,SC,HIOS,Renaissance Dental,http://www.renaissancedental.com/Find-a-Dentist,13,,
97325,97325,2019-10-02,SC,HIOS,Delta Dental,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,13,,
14002,14002,2019-10-02,TN,HIOS,Network P,http://www.bcbst.com/network-p,14,,
14002,14002,2019-10-02,TN,HIOS,Network S,http://www.bcbst.com/network-s,13,,
14002,14002,2019-10-02,TN,HIOS,Network E,http://www.bcbst.com/network-e,13,,
21535,21535,2019-10-02,TN,HIOS,EHB Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?,13,,
22384,22384,2019-10-02,TN,HIOS,Delta Dental Premier,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl?ViewProduct=B01,13,,
22384,22384,2019-10-02,TN,HIOS,Delta Dental PPO,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl?ViewProduct=B20,13,,
24601,24601,2019-10-02,TN,HIOS,DenteMax,http://www.bestlife.com/exchange/provider.html,13,,
24601,24601,2019-10-02,TN,HIOS,CONNECTIONDental,http://www.bestlife.com/exchange/provider.html,14,,
28398,28398,2019-10-02,TN,HIOS,DenteMax,www.truassure.com/dentist-search,13,,
55044,55044,2019-10-02,TN,HIOS,Connection Dental,www.PPOUSA.com,13,,
60299,60299,2019-10-02,TN,HIOS,Network Savings 1,assuranthealth.com/networksavings1,13,,
60299,60299,2019-10-02,TN,HIOS,Network Savings 3,assuranthealth.com/networksavings3,14,,
71781,71781,2019-10-02,TN,HIOS,Careington Maximum Care Network,www.careington.com/co/maxcare,15,,
72254,72254,2019-10-02,TN,HIOS,Ameritas PPO Dental Network,www.reliancestandard.com,16,,
73043,73043,2019-10-02,TN,HIOS,Ameritas PPO Dental Network,www.ameritasgroup.com,13,,
75832,75832,2019-10-02,TN,HIOS,Assurant Dental Network,http://assurant.go2dental.com/member/dental_search/srchinp.cgi?plan_number=45&plan_state=45_,13,,
77432,77432,2019-10-02,TN,HIOS,Lincoln DentalConnect?,http://lfg.go2dental.com/member/dental_search/searchprov.cgi?P=LFGDentalConnect&Network=L,13,,
78859,78859,2019-10-02,TN,HIOS,"DenteMax, LLC",www.dentemax.com,13,,
79913,79913,2019-10-02,TN,HIOS,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,14,,
82120,82120,2019-10-02,TN,HIOS,Knoxville PPOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=812,13,,
82120,82120,2019-10-02,TN,HIOS,Memphis PPOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=810,14,,
82120,82120,2019-10-02,TN,HIOS,Nashville PPOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=811,13,,
82120,82120,2019-10-02,TN,HIOS,HumanaDental PPO/Traditional Preferred,https://www.humana.com/finder/search?customerID=1085&pfpkey=317,14,,
90303,90303,2019-10-02,TN,HIOS,Renaissance Dental,www.renaissancedental.com/Find-a-Dentist,15,,
90303,90303,2019-10-02,TN,HIOS,Delta Dental,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,16,,
90402,90402,2019-10-02,TN,HIOS,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,17,,
97957,97957,2019-10-02,TN,HIOS,Ameritas PPO Dental Network,www.standard.com,18,,
99248,99248,2019-10-02,TN,HIOS,Tennessee LocalPlus Network,http://www.cigna.com/ifp-providers,19,,
99248,99248,2019-10-02,TN,HIOS,Tennessee Dental Network,http://www.cigna.com/ifp-providers,20,,
12350,12350,2019-10-02,TX,HIOS,Connection Dental and Stratose,www.PPOUSA.com; http://providernow.coalitionamerica.com/,21,,
12846,12846,2019-10-02,TX,HIOS,DentalGuard Preferred,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,22,,
19312,19312,2019-10-02,TX,HIOS,Premier Access Dental,www.premierlife.com/providersearch,13,,
22012,22012,2019-10-02,TX,HIOS,Careington Maximum Care Network,www.careington.com/co/maxcare,13,,
23749,23749,2019-10-02,TX,HIOS,Dentegra Dental PPO,http://www.dentegra.com/find-a-dentist,13,,
23891,23891,2019-10-02,TX,HIOS,DeltaCare USA DHMO,http://www.deltadentalins.com/find-a-dentist/,13,,
24349,24349,2019-10-02,TX,HIOS,Delta Dental PPO,http://www.deltadentalins.com/find-a-dentist/,13,,
26250,26250,2019-10-02,TX,HIOS,Managed DentalGuard,https://www.guardiananytime.com/fpapp/FPWeb/dentalSearch.process,13,,
26539,26539,2019-10-02,TX,HIOS,FirstCare Select,https://firstcare.vitalschoice.com/?ci=FIRSTCARESELECT,14,,
27248,27248,2019-10-02,TX,HIOS,Community Health Insurance Marketplace,http://providersearch.communitycares.com/HIM/English/Default.aspx,13,,
28020,28020,2019-10-02,TX,HIOS,Network Savings 1,assuranthealth.com/networksavings1,13,,
28020,28020,2019-10-02,TX,HIOS,Network Savings 3,assuranthealth.com/networksavings3,14,,
28020,28020,2019-10-02,TX,HIOS,Network Savings 7,assuranthealth.com/networksavings7,13,,
29817,29817,2019-10-02,TX,HIOS,Indemnity,indemnity.com,14,,
32673,32673,2019-10-02,TX,HIOS,HMO Premier,https://www.humana.com/finder/search?customerId=1059&pfpkey=347,13,,
32673,32673,2019-10-02,TX,HIOS,Austin HMOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=636,14,,
32673,32673,2019-10-02,TX,HIOS,Houston HMOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=732,15,,
32673,32673,2019-10-02,TX,HIOS,Waco HMOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=759,16,,
32673,32673,2019-10-02,TX,HIOS,San Antonio HMOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=821,13,,
32673,32673,2019-10-02,TX,HIOS,Corpus Christi HMOx,https://www.humana.com/finder/search?customerId=1059&pfpkey=928,13,,
32673,32673,2019-10-02,TX,HIOS,National POS - Open Access,http://pfp.humana.com/Pfp/PfpMain.aspx?cust=1059&pfpkey=319,13,,
33348,33348,2019-10-02,TX,HIOS,DenteMax Plus,http://www.alwayscarebenefits.com/comm/providers/TXDentalProviderDirectory.pdf,13,,
33602,33602,2019-10-02,TX,HIOS,Blue Choice PPO,https://public.hcsc.net/providerfinder/search.do?corpEntCd=TX1&residencestate=TX&product=PPO&entryPt=MKT,14,,
33602,33602,2019-10-02,TX,HIOS,Blue Advantage HMO,https://public.hcsc.net/providerfinder/search.do?corpEntCd=TX1&residencestate=TX&product=BAV&entryPt=MKT,13,,
33602,33602,2019-10-02,TX,HIOS,BlueCare Dental PPO,http://www.bcbstx.com/onlinedirectory/dental.htm,14,,
40540,40540,2019-10-02,TX,HIOS,Renaissance Dental,http://www.renaissancedental.com/Find-a-Dentist,15,,
40540,40540,2019-10-02,TX,HIOS,Delta Dental,http://www.deltadental.com/DentistSearch/DentistSearchController.ccl,13,,
40788,40788,2019-10-02,TX,HIOS,SWHP HMO Provider Network,http://scottwhite.prismisp.com/,13,,
45786,45786,2019-10-02,TX,HIOS,Molina,https://providersearch.molinahealthcare.com/Provider/ProviderSearch?RedirectFrom=MolinaStaticWeb&State=tx&Coverage=MMP,13,,
46224,46224,2019-10-02,TX,HIOS,Community First Health Plans Marketplace Network,http://www.cfhp.com/FindaPhysician/HIE_Search.aspx,14,,
47665,47665,2019-10-02,TX,HIOS,CONNECTIONDental,http://www.bestlife.com/exchange/provider.html,15,,
47665,47665,2019-10-02,TX,HIOS,DenteMax,http://www.bestlife.com/exchange/provider.html,16,,
48364,48364,2019-10-02,TX,HIOS,Family Basic Dental Plan (Low),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_TX&planType=DUAL&custNum=0383217&networkID=2,17,,
48364,48364,2019-10-02,TX,HIOS,Family Enhanced Dental Plan (High),https://metlocator.metlife.com/metlocator/execute/Search?searchType=findDentistHCR_TX&planType=DUAL&custNum=0383217&networkID=2,18,,
53108,53108,2019-10-02,TX,HIOS,Ameritas PPO Dental Network,www.ameritasgroup.com,19,,
55409,55409,2019-10-02,TX,HIOS,Texas LocalPlus Network,http://www.cigna.com/ifp-providers,20,,
55409,55409,2019-10-02,TX,HIOS,Texas Dental Network,http://www.cigna.com/ifp-providers,21,,
58609,58609,2019-10-02,TX,HIOS,"DentaQuest USA Insurance Company, Inc.",www.dentaquest.com,22,,
59246,59246,2019-10-02,TX,HIOS,Platinum,http://www.dentalselect.com/provider-directory/,13,,
